index,time,pdu,measured_power_util
8104,486600000000,pdu9,0.718
8105,486900000000,pdu10,0.734
8106,486900000000,pdu7,0.716
8107,486900000000,pdu8,0.709
8108,486900000000,pdu6,0.718
8109,486900000000,pdu9,0.729
8110,487200000000,pdu10,0.74
8111,487200000000,pdu7,0.719
8112,487200000000,pdu8,0.713
8113,487200000000,pdu6,0.724
8114,487200000000,pdu9,0.734
8115,487500000000,pdu10,0.735
8116,487500000000,pdu7,0.716
8117,487500000000,pdu8,0.707
8118,487500000000,pdu6,0.719
8119,487500000000,pdu9,0.729
8120,487800000000,pdu10,0.72
8121,487800000000,pdu7,0.707
8122,487800000000,pdu8,0.697
8123,487800000000,pdu6,0.704
8124,487800000000,pdu9,0.714
8125,488100000000,pdu10,0.711
8126,488100000000,pdu7,0.703
8127,488100000000,pdu8,0.692
8128,488100000000,pdu6,0.698
8129,488100000000,pdu9,0.708
8130,488400000000,pdu10,0.713
8131,488400000000,pdu7,0.705
8132,488400000000,pdu8,0.695
8133,488400000000,pdu6,0.702
8134,488400000000,pdu9,0.711
8135,488700000000,pdu10,0.714
8136,488700000000,pdu7,0.705
8137,488700000000,pdu8,0.694
8138,488700000000,pdu6,0.702
8139,488700000000,pdu9,0.71
8140,489000000000,pdu10,0.724
8141,489000000000,pdu7,0.71
8142,489000000000,pdu8,0.701
8143,489000000000,pdu6,0.71
8144,489000000000,pdu9,0.721
8145,489300000000,pdu10,0.736
8146,489300000000,pdu7,0.718
8147,489300000000,pdu8,0.709
8148,489300000000,pdu6,0.722
8149,489300000000,pdu9,0.731
8150,489600000000,pdu10,0.739
8151,489600000000,pdu7,0.719
8152,489600000000,pdu8,0.711
8153,489600000000,pdu6,0.725
8154,489600000000,pdu9,0.734
8155,489900000000,pdu10,0.735
8156,489900000000,pdu7,0.717
8157,489900000000,pdu8,0.708
8158,489900000000,pdu6,0.72
8159,489900000000,pdu9,0.729
8160,490200000000,pdu10,0.711
8161,490200000000,pdu7,0.702
8162,490200000000,pdu8,0.69
8163,490200000000,pdu6,0.698
8164,490200000000,pdu9,0.703
8165,490500000000,pdu10,0.717
8166,490500000000,pdu7,0.705
8167,490500000000,pdu8,0.694
8168,490500000000,pdu6,0.703
8169,490500000000,pdu9,0.711
8170,490800000000,pdu10,0.731
8171,490800000000,pdu7,0.716
8172,490800000000,pdu8,0.705
8173,490800000000,pdu6,0.717
8174,490800000000,pdu9,0.726
8175,491100000000,pdu10,0.728
8176,491100000000,pdu7,0.711
8177,491100000000,pdu8,0.699
8178,491100000000,pdu6,0.714
8179,491100000000,pdu9,0.721
8180,491400000000,pdu10,0.727
8181,491400000000,pdu7,0.711
8182,491400000000,pdu8,0.7
8183,491400000000,pdu6,0.711
8184,491400000000,pdu9,0.72
8185,491700000000,pdu10,0.729
8186,491700000000,pdu7,0.713
8187,491700000000,pdu8,0.704
8188,491700000000,pdu6,0.713
8189,491700000000,pdu9,0.724
8190,492000000000,pdu10,0.74
8191,492000000000,pdu7,0.72
8192,492000000000,pdu8,0.712
8193,492000000000,pdu6,0.724
8194,492000000000,pdu9,0.735
8195,492300000000,pdu10,0.749
8196,492300000000,pdu7,0.726
8197,492300000000,pdu8,0.719
8198,492300000000,pdu6,0.733
8199,492300000000,pdu9,0.744
8200,492600000000,pdu10,0.748
8201,492600000000,pdu7,0.724
8202,492600000000,pdu8,0.718
8203,492600000000,pdu6,0.731
8204,492600000000,pdu9,0.743
8205,492900000000,pdu10,0.747
8206,492900000000,pdu7,0.724
8207,492900000000,pdu8,0.717
8208,492900000000,pdu6,0.73
8209,492900000000,pdu9,0.741
8210,493200000000,pdu10,0.745
8211,493200000000,pdu7,0.724
8212,493200000000,pdu8,0.717
8213,493200000000,pdu6,0.728
8214,493200000000,pdu9,0.739
8215,493500000000,pdu10,0.738
8216,493500000000,pdu7,0.719
8217,493500000000,pdu8,0.711
8218,493500000000,pdu6,0.722
8219,493500000000,pdu9,0.732
8220,493800000000,pdu10,0.729
8221,493800000000,pdu7,0.716
8222,493800000000,pdu8,0.706
8223,493800000000,pdu6,0.716
8224,493800000000,pdu9,0.726
8225,494100000000,pdu10,0.733
8226,494100000000,pdu7,0.718
8227,494100000000,pdu8,0.708
8228,494100000000,pdu6,0.719
8229,494100000000,pdu9,0.728
8230,494400000000,pdu10,0.738
8231,494400000000,pdu7,0.721
8232,494400000000,pdu8,0.711
8233,494400000000,pdu6,0.722
8234,494400000000,pdu9,0.731
8235,494700000000,pdu10,0.741
8236,494700000000,pdu7,0.722
8237,494700000000,pdu8,0.713
8238,494700000000,pdu6,0.723
8239,494700000000,pdu9,0.734
8240,495000000000,pdu10,0.742
8241,495000000000,pdu7,0.722
8242,495000000000,pdu8,0.714
8243,495000000000,pdu6,0.724
8244,495000000000,pdu9,0.736
8245,495300000000,pdu10,0.74
8246,495300000000,pdu7,0.72
8247,495300000000,pdu8,0.712
8248,495300000000,pdu6,0.724
8249,495300000000,pdu9,0.734
8250,495600000000,pdu10,0.742
8251,495600000000,pdu7,0.721
8252,495600000000,pdu8,0.714
8253,495600000000,pdu6,0.727
8254,495600000000,pdu9,0.736
8255,495900000000,pdu10,0.744
8256,495900000000,pdu7,0.722
8257,495900000000,pdu8,0.715
8258,495900000000,pdu6,0.728
8259,495900000000,pdu9,0.737
8260,496200000000,pdu10,0.745
8261,496200000000,pdu7,0.723
8262,496200000000,pdu8,0.716
8263,496200000000,pdu6,0.729
8264,496200000000,pdu9,0.739
8265,496500000000,pdu10,0.75
8266,496500000000,pdu7,0.724
8267,496500000000,pdu8,0.719
8268,496500000000,pdu6,0.732
8269,496500000000,pdu9,0.744
8270,496800000000,pdu10,0.75
8271,496800000000,pdu7,0.724
8272,496800000000,pdu8,0.719
8273,496800000000,pdu6,0.732
8274,496800000000,pdu9,0.743
8275,497100000000,pdu10,0.748
8276,497100000000,pdu7,0.723
8277,497100000000,pdu8,0.717
8278,497100000000,pdu6,0.73
8279,497100000000,pdu9,0.741
8280,497400000000,pdu10,0.742
8281,497400000000,pdu7,0.721
8282,497400000000,pdu8,0.714
8283,497400000000,pdu6,0.727
8284,497400000000,pdu9,0.736
8285,497700000000,pdu10,0.737
8286,497700000000,pdu7,0.717
8287,497700000000,pdu8,0.709
8288,497700000000,pdu6,0.722
8289,497700000000,pdu9,0.731
8290,498000000000,pdu10,0.737
8291,498000000000,pdu7,0.718
8292,498000000000,pdu8,0.709
8293,498000000000,pdu6,0.722
8294,498000000000,pdu9,0.73
8295,498300000000,pdu10,0.735
8296,498300000000,pdu7,0.718
8297,498300000000,pdu8,0.709
8298,498300000000,pdu6,0.722
8299,498300000000,pdu9,0.73
8300,498600000000,pdu10,0.718
8301,498600000000,pdu7,0.707
8302,498600000000,pdu8,0.697
8303,498600000000,pdu6,0.707
8304,498600000000,pdu9,0.714
8305,498900000000,pdu10,0.698
8306,498900000000,pdu7,0.693
8307,498900000000,pdu8,0.682
8308,498900000000,pdu6,0.69
8309,498900000000,pdu9,0.694
8310,499200000000,pdu10,0.682
8311,499200000000,pdu7,0.681
8312,499200000000,pdu8,0.671
8313,499200000000,pdu6,0.673
8314,499200000000,pdu9,0.676
8315,499500000000,pdu10,0.672
8316,499500000000,pdu7,0.674
8317,499500000000,pdu8,0.663
8318,499500000000,pdu6,0.664
8319,499500000000,pdu9,0.662
8320,499800000000,pdu10,0.665
8321,499800000000,pdu7,0.669
8322,499800000000,pdu8,0.659
8323,499800000000,pdu6,0.659
8324,499800000000,pdu9,0.652
8325,500100000000,pdu10,0.669
8326,500100000000,pdu7,0.671
8327,500100000000,pdu8,0.661
8328,500100000000,pdu6,0.664
8329,500100000000,pdu9,0.653
8330,500400000000,pdu10,0.672
8331,500400000000,pdu7,0.672
8332,500400000000,pdu8,0.661
8333,500400000000,pdu6,0.665
8334,500400000000,pdu9,0.654
8335,500700000000,pdu10,0.678
8336,500700000000,pdu7,0.676
8337,500700000000,pdu8,0.665
8338,500700000000,pdu6,0.67
8339,500700000000,pdu9,0.66
8340,501000000000,pdu10,0.679
8341,501000000000,pdu7,0.677
8342,501000000000,pdu8,0.668
8343,501000000000,pdu6,0.671
8344,501000000000,pdu9,0.662
8345,501300000000,pdu10,0.676
8346,501300000000,pdu7,0.675
8347,501300000000,pdu8,0.665
8348,501300000000,pdu6,0.668
8349,501300000000,pdu9,0.657
8350,501600000000,pdu10,0.669
8351,501600000000,pdu7,0.668
8352,501600000000,pdu8,0.657
8353,501600000000,pdu6,0.661
8354,501600000000,pdu9,0.649
8355,501900000000,pdu10,0.67
8356,501900000000,pdu7,0.67
8357,501900000000,pdu8,0.658
8358,501900000000,pdu6,0.66
8359,501900000000,pdu9,0.651
8360,502200000000,pdu10,0.664
8361,502200000000,pdu7,0.667
8362,502200000000,pdu8,0.654
8363,502200000000,pdu6,0.657
8364,502200000000,pdu9,0.645
8365,502500000000,pdu10,0.672
8366,502500000000,pdu7,0.671
8367,502500000000,pdu8,0.662
8368,502500000000,pdu6,0.664
8369,502500000000,pdu9,0.654
8370,502800000000,pdu10,0.679
8371,502800000000,pdu7,0.677
8372,502800000000,pdu8,0.668
8373,502800000000,pdu6,0.67
8374,502800000000,pdu9,0.662
8375,503100000000,pdu10,0.681
8376,503100000000,pdu7,0.679
8377,503100000000,pdu8,0.669
8378,503100000000,pdu6,0.673
8379,503100000000,pdu9,0.664
8380,503400000000,pdu10,0.686
8381,503400000000,pdu7,0.682
8382,503400000000,pdu8,0.672
8383,503400000000,pdu6,0.678
8384,503400000000,pdu9,0.67
8385,503700000000,pdu10,0.683
8386,503700000000,pdu7,0.68
8387,503700000000,pdu8,0.668
8388,503700000000,pdu6,0.674
8389,503700000000,pdu9,0.666
8390,504000000000,pdu10,0.678
8391,504000000000,pdu7,0.676
8392,504000000000,pdu8,0.664
8393,504000000000,pdu6,0.669
8394,504000000000,pdu9,0.662
8395,504300000000,pdu10,0.68
8396,504300000000,pdu7,0.678
8397,504300000000,pdu8,0.665
8398,504300000000,pdu6,0.671
8399,504300000000,pdu9,0.664
8400,504600000000,pdu10,0.684
8401,504600000000,pdu7,0.681
8402,504600000000,pdu8,0.667
8403,504600000000,pdu6,0.676
8404,504600000000,pdu9,0.668
8405,504900000000,pdu10,0.693
8406,504900000000,pdu7,0.688
8407,504900000000,pdu8,0.675
8408,504900000000,pdu6,0.684
8409,504900000000,pdu9,0.678
8410,505200000000,pdu10,0.688
8411,505200000000,pdu7,0.683
8412,505200000000,pdu8,0.67
8413,505200000000,pdu6,0.678
8414,505200000000,pdu9,0.671
8415,505500000000,pdu10,0.694
8416,505500000000,pdu7,0.688
8417,505500000000,pdu8,0.675
8418,505500000000,pdu6,0.684
8419,505500000000,pdu9,0.68
8420,505800000000,pdu10,0.704
8421,505800000000,pdu7,0.697
8422,505800000000,pdu8,0.684
8423,505800000000,pdu6,0.692
8424,505800000000,pdu9,0.692
8425,506100000000,pdu10,0.723
8426,506100000000,pdu7,0.709
8427,506100000000,pdu8,0.697
8428,506100000000,pdu6,0.707
8429,506100000000,pdu9,0.714
8430,506400000000,pdu10,0.73
8431,506400000000,pdu7,0.713
8432,506400000000,pdu8,0.704
8433,506400000000,pdu6,0.712
8434,506400000000,pdu9,0.723
8435,506700000000,pdu10,0.733
8436,506700000000,pdu7,0.713
8437,506700000000,pdu8,0.704
8438,506700000000,pdu6,0.715
8439,506700000000,pdu9,0.727
8440,507000000000,pdu10,0.74
8441,507000000000,pdu7,0.717
8442,507000000000,pdu8,0.706
8443,507000000000,pdu6,0.72
8444,507000000000,pdu9,0.736
8445,507300000000,pdu10,0.737
8446,507300000000,pdu7,0.716
8447,507300000000,pdu8,0.704
8448,507300000000,pdu6,0.717
8449,507300000000,pdu9,0.733
8450,507600000000,pdu10,0.733
8451,507600000000,pdu7,0.714
8452,507600000000,pdu8,0.702
8453,507600000000,pdu6,0.715
8454,507600000000,pdu9,0.729
8455,507900000000,pdu10,0.723
8456,507900000000,pdu7,0.707
8457,507900000000,pdu8,0.694
8458,507900000000,pdu6,0.705
8459,507900000000,pdu9,0.718
8460,508200000000,pdu10,0.719
8461,508200000000,pdu7,0.704
8462,508200000000,pdu8,0.693
8463,508200000000,pdu6,0.702
8464,508200000000,pdu9,0.714
8465,508500000000,pdu10,0.72
8466,508500000000,pdu7,0.706
8467,508500000000,pdu8,0.694
8468,508500000000,pdu6,0.705
8469,508500000000,pdu9,0.716
8470,508800000000,pdu10,0.717
8471,508800000000,pdu7,0.702
8472,508800000000,pdu8,0.689
8473,508800000000,pdu6,0.702
8474,508800000000,pdu9,0.712
8475,509100000000,pdu10,0.728
8476,509100000000,pdu7,0.711
8477,509100000000,pdu8,0.698
8478,509100000000,pdu6,0.712
8479,509100000000,pdu9,0.723
8480,509400000000,pdu10,0.724
8481,509400000000,pdu7,0.707
8482,509400000000,pdu8,0.696
8483,509400000000,pdu6,0.709
8484,509400000000,pdu9,0.719
8485,509700000000,pdu10,0.726
8486,509700000000,pdu7,0.706
8487,509700000000,pdu8,0.697
8488,509700000000,pdu6,0.708
8489,509700000000,pdu9,0.721
8490,510000000000,pdu10,0.734
8491,510000000000,pdu7,0.712
8492,510000000000,pdu8,0.702
8493,510000000000,pdu6,0.714
8494,510000000000,pdu9,0.729
8495,510300000000,pdu10,0.736
8496,510300000000,pdu7,0.713
8497,510300000000,pdu8,0.704
8498,510300000000,pdu6,0.717
8499,510300000000,pdu9,0.73
8500,510600000000,pdu10,0.732
8501,510600000000,pdu7,0.71
8502,510600000000,pdu8,0.701
8503,510600000000,pdu6,0.713
8504,510600000000,pdu9,0.726
8505,510900000000,pdu10,0.728
8506,510900000000,pdu7,0.706
8507,510900000000,pdu8,0.697
8508,510900000000,pdu6,0.709
8509,510900000000,pdu9,0.722
8510,511200000000,pdu10,0.725
8511,511200000000,pdu7,0.704
8512,511200000000,pdu8,0.695
8513,511200000000,pdu6,0.707
8514,511200000000,pdu9,0.719
8515,511500000000,pdu10,0.721
8516,511500000000,pdu7,0.703
8517,511500000000,pdu8,0.692
8518,511500000000,pdu6,0.703
8519,511500000000,pdu9,0.716
8520,511800000000,pdu10,0.718
8521,511800000000,pdu7,0.702
8522,511800000000,pdu8,0.692
8523,511800000000,pdu6,0.702
8524,511800000000,pdu9,0.714
8525,512100000000,pdu10,0.717
8526,512100000000,pdu7,0.701
8527,512100000000,pdu8,0.691
8528,512100000000,pdu6,0.701
8529,512100000000,pdu9,0.713
8530,512400000000,pdu10,0.712
8531,512400000000,pdu7,0.699
8532,512400000000,pdu8,0.689
8533,512400000000,pdu6,0.698
8534,512400000000,pdu9,0.707
8535,512700000000,pdu10,0.707
8536,512700000000,pdu7,0.696
8537,512700000000,pdu8,0.684
8538,512700000000,pdu6,0.695
8539,512700000000,pdu9,0.703
8540,513000000000,pdu10,0.705
8541,513000000000,pdu7,0.694
8542,513000000000,pdu8,0.683
8543,513000000000,pdu6,0.692
8544,513000000000,pdu9,0.702
8545,513300000000,pdu10,0.703
8546,513300000000,pdu7,0.694
8547,513300000000,pdu8,0.681
8548,513300000000,pdu6,0.691
8549,513300000000,pdu9,0.7
8550,513600000000,pdu10,0.707
8551,513600000000,pdu7,0.696
8552,513600000000,pdu8,0.683
8553,513600000000,pdu6,0.694
8554,513600000000,pdu9,0.704
8555,513900000000,pdu10,0.713
8556,513900000000,pdu7,0.699
8557,513900000000,pdu8,0.689
8558,513900000000,pdu6,0.699
8559,513900000000,pdu9,0.71
8560,514200000000,pdu10,0.715
8561,514200000000,pdu7,0.7
8562,514200000000,pdu8,0.69
8563,514200000000,pdu6,0.701
8564,514200000000,pdu9,0.712
8565,514500000000,pdu10,0.712
8566,514500000000,pdu7,0.697
8567,514500000000,pdu8,0.686
8568,514500000000,pdu6,0.698
8569,514500000000,pdu9,0.707
8570,514800000000,pdu10,0.71
8571,514800000000,pdu7,0.696
8572,514800000000,pdu8,0.684
8573,514800000000,pdu6,0.696
8574,514800000000,pdu9,0.705
8575,515100000000,pdu10,0.709
8576,515100000000,pdu7,0.695
8577,515100000000,pdu8,0.686
8578,515100000000,pdu6,0.696
8579,515100000000,pdu9,0.705
8580,515400000000,pdu10,0.709
8581,515400000000,pdu7,0.695
8582,515400000000,pdu8,0.687
8583,515400000000,pdu6,0.695
8584,515400000000,pdu9,0.706
8585,515700000000,pdu10,0.713
8586,515700000000,pdu7,0.698
8587,515700000000,pdu8,0.69
8588,515700000000,pdu6,0.697
8589,515700000000,pdu9,0.71
8590,516000000000,pdu10,0.715
8591,516000000000,pdu7,0.697
8592,516000000000,pdu8,0.692
8593,516000000000,pdu6,0.7
8594,516000000000,pdu9,0.713
8595,516300000000,pdu10,0.721
8596,516300000000,pdu7,0.691
8597,516300000000,pdu8,0.696
8598,516300000000,pdu6,0.702
8599,516300000000,pdu9,0.72
8600,516600000000,pdu10,0.724
8601,516600000000,pdu7,0.691
8602,516600000000,pdu8,0.698
8603,516600000000,pdu6,0.703
8604,516600000000,pdu9,0.722
8605,516900000000,pdu10,0.727
8606,516900000000,pdu7,0.692
8607,516900000000,pdu8,0.699
8608,516900000000,pdu6,0.705
8609,516900000000,pdu9,0.724
8610,517200000000,pdu10,0.731
8611,517200000000,pdu7,0.694
8612,517200000000,pdu8,0.7
8613,517200000000,pdu6,0.71
8614,517200000000,pdu9,0.728
8615,517500000000,pdu10,0.736
8616,517500000000,pdu7,0.697
8617,517500000000,pdu8,0.702
8618,517500000000,pdu6,0.715
8619,517500000000,pdu9,0.731
8620,517800000000,pdu10,0.743
8621,517800000000,pdu7,0.699
8622,517800000000,pdu8,0.704
8623,517800000000,pdu6,0.719
8624,517800000000,pdu9,0.738
8625,518100000000,pdu10,0.75
8626,518100000000,pdu7,0.703
8627,518100000000,pdu8,0.708
8628,518100000000,pdu6,0.725
8629,518100000000,pdu9,0.743
8630,518400000000,pdu10,0.753
8631,518400000000,pdu7,0.703
8632,518400000000,pdu8,0.71
8633,518400000000,pdu6,0.727
8634,518400000000,pdu9,0.746
8635,518700000000,pdu10,0.755
8636,518700000000,pdu7,0.703
8637,518700000000,pdu8,0.712
8638,518700000000,pdu6,0.728
8639,518700000000,pdu9,0.748
8640,519000000000,pdu10,0.75
8641,519000000000,pdu7,0.7
8642,519000000000,pdu8,0.709
8643,519000000000,pdu6,0.725
8644,519000000000,pdu9,0.744
8645,519300000000,pdu10,0.74
8646,519300000000,pdu7,0.687
8647,519300000000,pdu8,0.699
8648,519300000000,pdu6,0.715
8649,519300000000,pdu9,0.734
8650,519600000000,pdu10,0.742
8651,519600000000,pdu7,0.689
8652,519600000000,pdu8,0.703
8653,519600000000,pdu6,0.717
8654,519600000000,pdu9,0.735
8655,519900000000,pdu10,0.745
8656,519900000000,pdu7,0.694
8657,519900000000,pdu8,0.707
8658,519900000000,pdu6,0.722
8659,519900000000,pdu9,0.739
8660,520200000000,pdu10,0.745
8661,520200000000,pdu7,0.694
8662,520200000000,pdu8,0.708
8663,520200000000,pdu6,0.722
8664,520200000000,pdu9,0.739
8665,520500000000,pdu10,0.742
8666,520500000000,pdu7,0.692
8667,520500000000,pdu8,0.706
8668,520500000000,pdu6,0.72
8669,520500000000,pdu9,0.737
8670,520800000000,pdu10,0.735
8671,520800000000,pdu7,0.687
8672,520800000000,pdu8,0.699
8673,520800000000,pdu6,0.715
8674,520800000000,pdu9,0.73
8675,521100000000,pdu10,0.734
8676,521100000000,pdu7,0.686
8677,521100000000,pdu8,0.697
8678,521100000000,pdu6,0.713
8679,521100000000,pdu9,0.729
8680,521400000000,pdu10,0.732
8681,521400000000,pdu7,0.685
8682,521400000000,pdu8,0.695
8683,521400000000,pdu6,0.712
8684,521400000000,pdu9,0.727
8685,521700000000,pdu10,0.736
8686,521700000000,pdu7,0.685
8687,521700000000,pdu8,0.697
8688,521700000000,pdu6,0.714
8689,521700000000,pdu9,0.73
8690,522000000000,pdu10,0.725
8691,522000000000,pdu7,0.679
8692,522000000000,pdu8,0.69
8693,522000000000,pdu6,0.706
8694,522000000000,pdu9,0.718
8695,522300000000,pdu10,0.713
8696,522300000000,pdu7,0.672
8697,522300000000,pdu8,0.681
8698,522300000000,pdu6,0.697
8699,522300000000,pdu9,0.708
8700,522600000000,pdu10,0.715
8701,522600000000,pdu7,0.676
8702,522600000000,pdu8,0.686
8703,522600000000,pdu6,0.7
8704,522600000000,pdu9,0.711
8705,522900000000,pdu10,0.724
8706,522900000000,pdu7,0.682
8707,522900000000,pdu8,0.693
8708,522900000000,pdu6,0.707
8709,522900000000,pdu9,0.72
8710,523200000000,pdu10,0.728
8711,523200000000,pdu7,0.685
8712,523200000000,pdu8,0.697
8713,523200000000,pdu6,0.711
8714,523200000000,pdu9,0.726
8715,523500000000,pdu10,0.733
8716,523500000000,pdu7,0.687
8717,523500000000,pdu8,0.7
8718,523500000000,pdu6,0.714
8719,523500000000,pdu9,0.731
8720,523800000000,pdu10,0.734
8721,523800000000,pdu7,0.688
8722,523800000000,pdu8,0.7
8723,523800000000,pdu6,0.715
8724,523800000000,pdu9,0.73
8725,524100000000,pdu10,0.735
8726,524100000000,pdu7,0.689
8727,524100000000,pdu8,0.702
8728,524100000000,pdu6,0.716
8729,524100000000,pdu9,0.732
8730,524400000000,pdu10,0.732
8731,524400000000,pdu7,0.684
8732,524400000000,pdu8,0.699
8733,524400000000,pdu6,0.712
8734,524400000000,pdu9,0.727
8735,524700000000,pdu10,0.727
8736,524700000000,pdu7,0.682
8737,524700000000,pdu8,0.696
8738,524700000000,pdu6,0.708
8739,524700000000,pdu9,0.722
8740,525000000000,pdu10,0.726
8741,525000000000,pdu7,0.683
8742,525000000000,pdu8,0.696
8743,525000000000,pdu6,0.708
8744,525000000000,pdu9,0.722
8745,525300000000,pdu10,0.727
8746,525300000000,pdu7,0.684
8747,525300000000,pdu8,0.696
8748,525300000000,pdu6,0.709
8749,525300000000,pdu9,0.722
8750,525600000000,pdu10,0.724
8751,525600000000,pdu7,0.684
8752,525600000000,pdu8,0.695
8753,525600000000,pdu6,0.707
8754,525600000000,pdu9,0.719
8755,525900000000,pdu10,0.724
8756,525900000000,pdu7,0.684
8757,525900000000,pdu8,0.695
8758,525900000000,pdu6,0.708
8759,525900000000,pdu9,0.719
8760,526200000000,pdu10,0.722
8761,526200000000,pdu7,0.683
8762,526200000000,pdu8,0.694
8763,526200000000,pdu6,0.708
8764,526200000000,pdu9,0.718
8765,526500000000,pdu10,0.721
8766,526500000000,pdu7,0.683
8767,526500000000,pdu8,0.693
8768,526500000000,pdu6,0.707
8769,526500000000,pdu9,0.716
8770,526800000000,pdu10,0.723
8771,526800000000,pdu7,0.683
8772,526800000000,pdu8,0.691
8773,526800000000,pdu6,0.706
8774,526800000000,pdu9,0.717
8775,527100000000,pdu10,0.719
8776,527100000000,pdu7,0.681
8777,527100000000,pdu8,0.689
8778,527100000000,pdu6,0.704
8779,527100000000,pdu9,0.714
8780,527400000000,pdu10,0.718
8781,527400000000,pdu7,0.681
8782,527400000000,pdu8,0.69
8783,527400000000,pdu6,0.702
8784,527400000000,pdu9,0.714
8785,527700000000,pdu10,0.718
8786,527700000000,pdu7,0.681
8787,527700000000,pdu8,0.69
8788,527700000000,pdu6,0.701
8789,527700000000,pdu9,0.713
8790,528000000000,pdu10,0.721
8791,528000000000,pdu7,0.683
8792,528000000000,pdu8,0.692
8793,528000000000,pdu6,0.704
8794,528000000000,pdu9,0.716
8795,528300000000,pdu10,0.727
8796,528300000000,pdu7,0.686
8797,528300000000,pdu8,0.696
8798,528300000000,pdu6,0.708
8799,528300000000,pdu9,0.72
8800,528600000000,pdu10,0.73
8801,528600000000,pdu7,0.687
8802,528600000000,pdu8,0.699
8803,528600000000,pdu6,0.71
8804,528600000000,pdu9,0.724
8805,528900000000,pdu10,0.73
8806,528900000000,pdu7,0.688
8807,528900000000,pdu8,0.699
8808,528900000000,pdu6,0.711
8809,528900000000,pdu9,0.724
8810,529200000000,pdu10,0.73
8811,529200000000,pdu7,0.688
8812,529200000000,pdu8,0.698
8813,529200000000,pdu6,0.713
8814,529200000000,pdu9,0.726
8815,529500000000,pdu10,0.727
8816,529500000000,pdu7,0.685
8817,529500000000,pdu8,0.695
8818,529500000000,pdu6,0.709
8819,529500000000,pdu9,0.723
8820,529800000000,pdu10,0.731
8821,529800000000,pdu7,0.687
8822,529800000000,pdu8,0.698
8823,529800000000,pdu6,0.712
8824,529800000000,pdu9,0.728
8825,530100000000,pdu10,0.743
8826,530100000000,pdu7,0.695
8827,530100000000,pdu8,0.708
8828,530100000000,pdu6,0.722
8829,530100000000,pdu9,0.739
8830,530400000000,pdu10,0.744
8831,530400000000,pdu7,0.694
8832,530400000000,pdu8,0.709
8833,530400000000,pdu6,0.721
8834,530400000000,pdu9,0.74
8835,530700000000,pdu10,0.742
8836,530700000000,pdu7,0.693
8837,530700000000,pdu8,0.707
8838,530700000000,pdu6,0.719
8839,530700000000,pdu9,0.738
8840,531000000000,pdu10,0.74
8841,531000000000,pdu7,0.693
8842,531000000000,pdu8,0.707
8843,531000000000,pdu6,0.718
8844,531000000000,pdu9,0.736
8845,531300000000,pdu10,0.738
8846,531300000000,pdu7,0.691
8847,531300000000,pdu8,0.705
8848,531300000000,pdu6,0.717
8849,531300000000,pdu9,0.735
8850,531600000000,pdu10,0.736
8851,531600000000,pdu7,0.689
8852,531600000000,pdu8,0.703
8853,531600000000,pdu6,0.715
8854,531600000000,pdu9,0.732
8855,531900000000,pdu10,0.734
8856,531900000000,pdu7,0.688
8857,531900000000,pdu8,0.702
8858,531900000000,pdu6,0.713
8859,531900000000,pdu9,0.73
8860,532200000000,pdu10,0.733
8861,532200000000,pdu7,0.688
8862,532200000000,pdu8,0.7
8863,532200000000,pdu6,0.713
8864,532200000000,pdu9,0.729
8865,532500000000,pdu10,0.741
8866,532500000000,pdu7,0.691
8867,532500000000,pdu8,0.705
8868,532500000000,pdu6,0.718
8869,532500000000,pdu9,0.734
8870,532800000000,pdu10,0.748
8871,532800000000,pdu7,0.694
8872,532800000000,pdu8,0.71
8873,532800000000,pdu6,0.722
8874,532800000000,pdu9,0.741
8875,533100000000,pdu10,0.751
8876,533100000000,pdu7,0.695
8877,533100000000,pdu8,0.711
8878,533100000000,pdu6,0.722
8879,533100000000,pdu9,0.743
8880,533400000000,pdu10,0.747
8881,533400000000,pdu7,0.694
8882,533400000000,pdu8,0.709
8883,533400000000,pdu6,0.721
8884,533400000000,pdu9,0.74
8885,533700000000,pdu10,0.742
8886,533700000000,pdu7,0.693
8887,533700000000,pdu8,0.706
8888,533700000000,pdu6,0.72
8889,533700000000,pdu9,0.736
8890,534000000000,pdu10,0.739
8891,534000000000,pdu7,0.69
8892,534000000000,pdu8,0.703
8893,534000000000,pdu6,0.716
8894,534000000000,pdu9,0.732
8895,534300000000,pdu10,0.748
8896,534300000000,pdu7,0.695
8897,534300000000,pdu8,0.709
8898,534300000000,pdu6,0.724
8899,534300000000,pdu9,0.74
8900,534600000000,pdu10,0.752
8901,534600000000,pdu7,0.698
8902,534600000000,pdu8,0.712
8903,534600000000,pdu6,0.728
8904,534600000000,pdu9,0.744
8905,534900000000,pdu10,0.758
8906,534900000000,pdu7,0.701
8907,534900000000,pdu8,0.715
8908,534900000000,pdu6,0.732
8909,534900000000,pdu9,0.75
8910,535200000000,pdu10,0.761
8911,535200000000,pdu7,0.703
8912,535200000000,pdu8,0.718
8913,535200000000,pdu6,0.735
8914,535200000000,pdu9,0.755
8915,535500000000,pdu10,0.763
8916,535500000000,pdu7,0.706
8917,535500000000,pdu8,0.721
8918,535500000000,pdu6,0.737
8919,535500000000,pdu9,0.758
8920,535800000000,pdu10,0.764
8921,535800000000,pdu7,0.708
8922,535800000000,pdu8,0.722
8923,535800000000,pdu6,0.739
8924,535800000000,pdu9,0.76
8925,536100000000,pdu10,0.763
